country,region,iso,id,region_ascii
Andorra,Canillo,AND,2,Canillo
Andorra,Encamp,AND,3,Encamp
Andorra,Escaldes-Engordany,AND,4,Escaldes-Engordany
Andorra,La Massana,AND,5,La Massana
Andorra,Ordino,AND,6,Ordino
Andorra,Sant Julià de Lòria,AND,7,Sant Julia de Loria
Angola,Bengo,AGO,1,Bengo
Angola,Benguela,AGO,2,Benguela
Angola,Bié,AGO,3,Bie
Angola,Cabinda,AGO,4,Cabinda
Angola,Cuando Cubango,AGO,5,Cuando Cubango
Angola,Cuanza Norte,AGO,6,Cuanza Norte
Angola,Cuanza Sul,AGO,7,Cuanza Sul
Angola,Cunene,AGO,8,Cunene
Angola,Huambo,AGO,9,Huambo
Angola,Huíla,AGO,10,Huila
Angola,Luanda,AGO,11,Luanda
Angola,Lunda Norte,AGO,12,Lunda Norte
Angola,Lunda Sul,AGO,13,Lunda Sul
Angola,Malanje,AGO,14,Malanje
Angola,Moxico,AGO,15,Moxico
Angola,Namibe,AGO,16,Namibe
Angola,Uíge,AGO,17,Uige
Angola,Zaire,AGO,18,Zaire
Anguilla,,AIA,0,
Antarctica,,ATA,0,
Antigua and Barbuda,Barbuda,ATG,1,Barbuda
Antigua and Barbuda,Redonda,ATG,2,Redonda
Antigua and Barbuda,Saint George,ATG,3,Saint George
Antigua and Barbuda,Saint John,ATG,4,Saint John
Antigua and Barbuda,Saint Mary,ATG,5,Saint Mary
Antigua and Barbuda,Saint Paul,ATG,6,Saint Paul
Antigua and Barbuda,Saint Peter,ATG,7,Saint Peter
Antigua and Barbuda,Saint Philip,ATG,8,Saint Philip
Argentina,Buenos Aires,ARG,1,Buenos Aires
Argentina,Catamarca,ARG,2,Catamarca
Argentina,Chaco,ARG,3,Chaco
Argentina,Chubut,ARG,4,Chubut
Argentina,Ciudad de Buenos Aires,ARG,5,Ciudad de Buenos Aires
Argentina,Córdoba,ARG,6,Cordoba
Argentina,Corrientes,ARG,7,Corrientes
Argentina,Entre Ríos,ARG,8,Entre Rios
Argentina,Formosa,ARG,9,Formosa
Argentina,Jujuy,ARG,10,Jujuy
Argentina,La Pampa,ARG,11,La Pampa
Argentina,La Rioja,ARG,12,La Rioja
Argentina,Mendoza,ARG,13,Mendoza
Argentina,Misiones,ARG,14,Misiones
Argentina,Neuquén,ARG,15,Neuquen
Argentina,Río Negro,ARG,16,Rio Negro
Argentina,Salta,ARG,17,Salta
Argentina,San Juan,ARG,18,San Juan
Argentina,San Luis,ARG,19,San Luis
Argentina,Santa Cruz,ARG,20,Santa Cruz
Argentina,Santa Fe,ARG,21,Santa Fe
Argentina,Santiago del Estero,ARG,22,Santiago del Estero
Argentina,Tierra del Fuego,ARG,23,Tierra del Fuego
Argentina,Tucumán,ARG,24,Tucuman
Armenia,Aragatsotn,ARM,1,Aragatsotn
Armenia,Ararat,ARM,2,Ararat
Armenia,Armavir,ARM,3,Armavir
Armenia,Erevan,ARM,4,Erevan
Armenia,Gegharkunik,ARM,5,Gegharkunik
Armenia,Kotayk,ARM,6,Kotayk
Armenia,Lake Sevan,ARM,7,Lake Sevan
Armenia,Lori,ARM,8,Lori
Armenia,Shirak,ARM,9,Shirak
Armenia,Syunik,ARM,10,Syunik
Armenia,Tavush,ARM,11,Tavush
Armenia,Vayots Dzor,ARM,12,Vayots Dzor
Aruba,,ABW,0,
Australia,Ashmore and Cartier Islands,AUS,1,Ashmore and Cartier Islands
Australia,Australian Capital Territory,AUS,2,Australian Capital Territory
Australia,Coral Sea Islands,AUS,3,Coral Sea Islands
Australia,New South Wales,AUS,4,New South Wales
Australia,Northern Territory,AUS,5,Northern Territory
Australia,Queensland,AUS,6,Queensland
Australia,South Australia,AUS,7,South Australia
Australia,Tasmania,AUS,8,Tasmania
Australia,Unknown1,AUS,9,Unknown1
Australia,Victoria,AUS,10,Victoria
Australia,Western Australia,AUS,11,Western Australia
Austria,Burgenland,AUT,1,Burgenland
Austria,Kärnten,AUT,2,Karnten
Austria,Niederösterreich,AUT,3,Niederosterreich
Austria,Oberösterreich,AUT,4,Oberosterreich
Austria,Salzburg,AUT,5,Salzburg
Austria,Steiermark,AUT,6,Steiermark
Austria,Tirol,AUT,7,Tirol
Austria,Vorarlberg,AUT,8,Vorarlberg
Austria,Wien,AUT,9,Wien
Azerbaijan,Abseron,AZE,15,Abseron
Azerbaijan,Agcab?di,AZE,10,Agcab?di
Azerbaijan,Agdam,AZE,12,Agdam
Azerbaijan,Agdas,AZE,11,Agdas
Azerbaijan,Agstafa,AZE,13,Agstafa
Azerbaijan,Agsu,AZE,14,Agsu
Azerbaijan,Astara,AZE,16,Astara
Azerbaijan,Bab?k,AZE,18,Bab?k
Azerbaijan,Baki,AZE,19,Baki
Azerbaijan,Balak?n,AZE,20,Balak?n
Azerbaijan,Beyl?qan,AZE,21,Beyl?qan
Azerbaijan,Bil?suvar,AZE,22,Bil?suvar
Azerbaijan,B?rd?,AZE,17,B?rd?
Azerbaijan,C?brayil,AZE,23,C?brayil
Azerbaijan,C?lilabad,AZE,24,C?lilabad
Azerbaijan,Culfa,AZE,25,Culfa
Azerbaijan,Dask?s?n,AZE,27,Dask?s?n
Azerbaijan,D?v?çi,AZE,26,D?v?ci
Azerbaijan,Füzuli,AZE,28,Fuzuli
Azerbaijan,G?d?b?y,AZE,29,G?d?b?y
Azerbaijan,G?nc?,AZE,30,G?nc?
Azerbaijan,Goranboy,AZE,31,Goranboy
Azerbaijan,Göyçay,AZE,32,Goycay
Azerbaijan,Haciqabul,AZE,33,Haciqabul
Azerbaijan,Imisli,AZE,7,Imisli
Azerbaijan,Ismayilli,AZE,8,Ismayilli
Azerbaijan,K?lb?c?r,AZE,34,K?lb?c?r
Azerbaijan,Kürd?mir,AZE,35,Kurd?mir
Azerbaijan,Lerik,AZE,37,Lerik
Azerbaijan,?li Bayramli,AZE,6,?li Bayramli
Azerbaijan,L?nk?ran,AZE,36,L?nk?ran
Azerbaijan,Masalli,AZE,38,Masalli
Azerbaijan,Ming?çevir,AZE,39,Ming?cevir
Azerbaijan,Naxçivan,AZE,40,Naxcivan
Azerbaijan,Neftçala,AZE,41,Neftcala
Azerbaijan,Oguz,AZE,42,Oguz
Azerbaijan,Ordubad,AZE,43,Ordubad
Azerbaijan,Qax,AZE,45,Qax
Azerbaijan,Qazax,AZE,46,Qazax
Azerbaijan,Q?b?l?,AZE,44,Q?b?l?
Azerbaijan,Qobustan,AZE,47,Qobustan
Azerbaijan,Quba,AZE,48,Quba
Azerbaijan,Qubadli,AZE,49,Qubadli
Azerbaijan,Qusar,AZE,50,Qusar
Azerbaijan,Saatli,AZE,52,Saatli
Azerbaijan,Sabirabad,AZE,53,Sabirabad
Azerbaijan,Sahbuz,AZE,4,Sahbuz
Azerbaijan,Salyan,AZE,54,Salyan
Azerbaijan,Samaxi,AZE,5,Samaxi
Azerbaijan,Samux,AZE,55,Samux
Azerbaijan,S?d?r?k,AZE,51,S?d?r?k
Azerbaijan,Siy?z?n,AZE,56,Siy?z?n
Azerbaijan,S?ki,AZE,1,S?ki
Azerbaijan,S?mkir,AZE,2,S?mkir
Azerbaijan,S?rur,AZE,3,S?rur
Azerbaijan,Sumqayit,AZE,57,Sumqayit
Azerbaijan,Susa,AZE,9,Susa
Azerbaijan,Tovuz,AZE,59,Tovuz
Azerbaijan,T?rt?r,AZE,58,T?rt?r
Azerbaijan,Ucar,AZE,60,Ucar
Azerbaijan,Xaçmaz,AZE,61,Xacmaz
Azerbaijan,Xanlar,AZE,62,Xanlar
Azerbaijan,Xizi,AZE,63,Xizi
Azerbaijan,Xocali,AZE,64,Xocali
Azerbaijan,Xocav?nd,AZE,65,Xocav?nd
Azerbaijan,Yardimli,AZE,66,Yardimli
Azerbaijan,Yevlax,AZE,67,Yevlax
Azerbaijan,Zaqatala,AZE,70,Zaqatala
Azerbaijan,Z?ngilan,AZE,68,Z?ngilan
Azerbaijan,Z?rdab,AZE,69,Z?rdab
Bahamas,Acklins,BHS,1,Acklins
Bahamas,Berry Islands,BHS,2,Berry Islands
Bahamas,Biminis,BHS,3,Biminis
Bahamas,Black Point,BHS,4,Black Point
Bahamas,Cat Island,BHS,5,Cat Island
Bahamas,Central Abaco,BHS,6,Central Abaco
Bahamas,Central Andros,BHS,7,Central Andros
Bahamas,Central Eleuthera,BHS,8,Central Eleuthera
Bahamas,City of Freeport,BHS,9,City of Freeport
Bahamas,Crooked Island,BHS,10,Crooked Island
Bahamas,East Grand Bahama,BHS,11,East Grand Bahama
Bahamas,Exuma,BHS,12,Exuma
Bahamas,Grand Cay,BHS,13,Grand Cay
Bahamas,Harbour Island,BHS,14,Harbour Island
Bahamas,Hope Town,BHS,15,Hope Town
Bahamas,Inagua,BHS,16,Inagua
Bahamas,Long Island,BHS,17,Long Island
Bahamas,Mangrove Cay,BHS,18,Mangrove Cay
Bahamas,Mayaguana,BHS,19,Mayaguana
Bahamas,Moore's Island,BHS,20,Moore's Island
Bahamas,New Providence,BHS,21,New Providence
Bahamas,North Abaco,BHS,22,North Abaco
Bahamas,North Andros,BHS,23,North Andros
Bahamas,North Eleuthera,BHS,24,North Eleuthera
Bahamas,Ragged Island,BHS,25,Ragged Island
Bahamas,Rum Cay,BHS,26,Rum Cay
Bahamas,San Salvador,BHS,27,San Salvador
Bahamas,South Abaco,BHS,28,South Abaco
Bahamas,South Andros,BHS,29,South Andros
Bahamas,South Eleuthera,BHS,30,South Eleuthera
Bahamas,Spanish Wells,BHS,31,Spanish Wells
Bahamas,West Grand Bahama,BHS,32,West Grand Bahama
Bahrain,Capital,BHR,1,Capital
Bahrain,Central,BHR,2,Central
Bahrain,Muharraq,BHR,3,Muharraq
Bahrain,Northern,BHR,4,Northern
Bahrain,Southern,BHR,5,Southern
Bangladesh,Barisal,BGD,1,Barisal
Bangladesh,Chittagong,BGD,2,Chittagong
Bangladesh,Dhaka,BGD,3,Dhaka
Bangladesh,Khulna,BGD,4,Khulna
Bangladesh,Rajshahi,BGD,5,Rajshahi
Bangladesh,Sylhet,BGD,6,Sylhet
Barbados,Christ Church,BRB,1,Christ Church
Barbados,Saint Andrew,BRB,2,Saint Andrew
Barbados,Saint George,BRB,3,Saint George
Barbados,Saint James,BRB,4,Saint James
Barbados,Saint John,BRB,5,Saint John
Barbados,Saint Joseph,BRB,6,Saint Joseph
Barbados,Saint Lucy,BRB,7,Saint Lucy
Barbados,Saint Michael,BRB,8,Saint Michael
Barbados,Saint Peter,BRB,9,Saint Peter
Barbados,Saint Philip,BRB,10,Saint Philip
Barbados,Saint Thomas,BRB,11,Saint Thomas
Belarus,Brest,BLR,1,Brest
Belarus,Homyel',BLR,2,Homyel'
Belarus,Hrodna,BLR,3,Hrodna
Belarus,Mahilyow,BLR,4,Mahilyow
Belarus,Minsk,BLR,5,Minsk
Belarus,Vitsyebsk,BLR,6,Vitsyebsk
Belgium,Bruxelles,BEL,2,Bruxelles
Belgium,Vlaanderen,BEL,11,Vlaanderen
Belgium,Vlaanderen,BEL,1,Vlaanderen
Belgium,Vlaanderen,BEL,2,Vlaanderen
Belgium,Vlaanderen,BEL,3,Vlaanderen
Belgium,Vlaanderen,BEL,4,Vlaanderen
Belgium,Vlaanderen,BEL,5,Vlaanderen
Belgium,Vlaanderen,BEL,7,Vlaanderen
Belgium,Wallonie,BEL,10,Wallonie
Belgium,Wallonie,BEL,11,Wallonie
Belgium,Wallonie,BEL,5,Wallonie
Belgium,Wallonie,BEL,6,Wallonie
Belgium,Wallonie,BEL,7,Wallonie
Belgium,Wallonie,BEL,8,Wallonie
Belgium,Wallonie,BEL,9,Wallonie
Belize,Belize,BLZ,1,Belize
Belize,Cayo,BLZ,2,Cayo
Belize,Corozal,BLZ,3,Corozal
Belize,Orange Walk,BLZ,4,Orange Walk
Belize,Stann Creek,BLZ,5,Stann Creek
Belize,Toledo,BLZ,6,Toledo
Benin,Alibori,BEN,1,Alibori
Benin,Atakora,BEN,2,Atakora
Benin,Atlantique,BEN,3,Atlantique
Benin,Borgou,BEN,4,Borgou
Benin,Collines,BEN,5,Collines
Benin,Donga,BEN,6,Donga
Benin,Kouffo,BEN,7,Kouffo
Benin,Littoral,BEN,8,Littoral
Benin,Mono,BEN,9,Mono
Benin,Ouémé,BEN,10,Oueme
Benin,Plateau,BEN,11,Plateau
Benin,Zou,BEN,12,Zou
Bermuda,Devonshire,BMU,1,Devonshire
Bermuda,Hamilton,BMU,3,Hamilton
Bermuda,Hamilton Municipality,BMU,2,Hamilton Municipality
Bermuda,Paget,BMU,4,Paget
Bermuda,Pembroke,BMU,5,Pembroke
Bermuda,Saint George municipality,BMU,7,Saint George municipality
Bermuda,Saint George's,BMU,6,Saint George's
Bermuda,Sandys,BMU,8,Sandys
Bermuda,Smiths,BMU,9,Smiths
Bermuda,Southampton,BMU,10,Southampton
Bermuda,Warwick,BMU,11,Warwick
Bhutan,Bumthang,BTN,1,Bumthang
Bhutan,Chhukha,BTN,2,Chhukha
Bhutan,Chirang,BTN,3,Chirang
Bhutan,Daga,BTN,4,Daga
Bhutan,Gasa,BTN,5,Gasa
Bhutan,Geylegphug,BTN,6,Geylegphug
Bhutan,Ha,BTN,7,Ha
Bhutan,Lhuntshi,BTN,8,Lhuntshi
Bhutan,Mongar,BTN,9,Mongar
Bhutan,Paro,BTN,10,Paro
Bhutan,Pemagatsel,BTN,11,Pemagatsel
Bhutan,Punakha,BTN,12,Punakha
Bhutan,Samchi,BTN,13,Samchi
Bhutan,Samdrup Jongkhar,BTN,14,Samdrup Jongkhar
Bhutan,Shemgang,BTN,15,Shemgang
Bhutan,Tashigang,BTN,17,Tashigang
Bhutan,Tashi Yangtse,BTN,16,Tashi Yangtse
Bhutan,Thimphu,BTN,18,Thimphu
Bhutan,Tongsa,BTN,19,Tongsa
Bhutan,Wangdi Phodrang,BTN,20,Wangdi Phodrang
Bolivia,Chuquisaca,BOL,1,Chuquisaca
Bolivia,Cochabamba,BOL,2,Cochabamba
Bolivia,El Beni,BOL,3,El Beni
Bolivia,La Paz,BOL,4,La Paz
Bolivia,Oruro,BOL,5,Oruro
Bolivia,Pando,BOL,6,Pando
Bolivia,Potosí,BOL,7,Potosi
Bolivia,Santa Cruz,BOL,8,Santa Cruz
Bolivia,Tarija,BOL,9,Tarija
"Bonaire, Saint Eustatius and Saba",,BES,0,
Bosnia and Herzegovina,Brcko,BIH,1,Brcko
Bosnia and Herzegovina,Federacija Bosna i Hercegovina,BIH,2,Federacija Bosna i Hercegovina
Bosnia and Herzegovina,Repuplika Srpska,BIH,3,Repuplika Srpska
Botswana,Central,BWA,1,Central
Botswana,Ghanzi,BWA,2,Ghanzi
Botswana,Kgalagadi,BWA,3,Kgalagadi
Botswana,Kgatleng,BWA,4,Kgatleng
Botswana,Kweneng,BWA,5,Kweneng
Botswana,North-East,BWA,6,North-East
Botswana,North-West,BWA,7,North-West
Botswana,South-East,BWA,8,South-East
Botswana,Southern,BWA,9,Southern
Bouvet Island,,BVT,0,
Brazil,Acre,BRA,1,Acre
Brazil,Alagoas,BRA,2,Alagoas
Brazil,Amapá,BRA,3,Amapa
Brazil,Amazonas,BRA,4,Amazonas
Brazil,Bahia,BRA,5,Bahia
Brazil,Ceará,BRA,6,Ceara
Brazil,Distrito Federal,BRA,7,Distrito Federal
Brazil,Espírito Santo,BRA,8,Espirito Santo
Brazil,Goiás,BRA,9,Goias
Brazil,Maranhão,BRA,10,Maranhao
Brazil,Mato Grosso,BRA,12,Mato Grosso
Brazil,Mato Grosso do Sul,BRA,11,Mato Grosso do Sul
Brazil,Minas Gerais,BRA,13,Minas Gerais
Brazil,Pará,BRA,14,Para
Brazil,Paraíba,BRA,15,Paraiba
Brazil,Paraná,BRA,16,Parana
Brazil,Pernambuco,BRA,17,Pernambuco
Brazil,Piauí,BRA,18,Piaui
Brazil,Rio de Janeiro,BRA,19,Rio de Janeiro
Brazil,Rio Grande do Norte,BRA,20,Rio Grande do Norte
Brazil,Rio Grande do Sul,BRA,21,Rio Grande do Sul
Brazil,Rondônia,BRA,22,Rondonia
Brazil,Roraima,BRA,23,Roraima
Brazil,Santa Catarina,BRA,24,Santa Catarina
Brazil,São Paulo,BRA,25,Sao Paulo
Brazil,Sergipe,BRA,26,Sergipe
Brazil,Tocantins,BRA,27,Tocantins
British Indian Ocean Territory,,IOT,0,
British Virgin Islands,,VGB,0,
Brunei,Belait,BRN,1,Belait
Brunei,Brunei and Muara,BRN,2,Brunei and Muara
Brunei,Temburong,BRN,3,Temburong
Brunei,Tutong,BRN,4,Tutong
Bulgaria,Blagoevgrad,BGR,1,Blagoevgrad
Bulgaria,Burgas,BGR,2,Burgas
Bulgaria,Dobrich,BGR,3,Dobrich
Bulgaria,Gabrovo,BGR,4,Gabrovo
Bulgaria,Grad Sofiya,BGR,5,Grad Sofiya
Bulgaria,Haskovo,BGR,6,Haskovo
Bulgaria,Kardzhali,BGR,7,Kardzhali
Bulgaria,Kyustendil,BGR,8,Kyustendil
Bulgaria,Lovech,BGR,9,Lovech
Bulgaria,Montana,BGR,10,Montana
Bulgaria,Pazardzhik,BGR,11,Pazardzhik
Bulgaria,Pernik,BGR,12,Pernik
Bulgaria,Pleven,BGR,13,Pleven
Bulgaria,Plovdiv,BGR,14,Plovdiv
Bulgaria,Razgrad,BGR,15,Razgrad
Bulgaria,Ruse,BGR,16,Ruse
Bulgaria,Shumen,BGR,17,Shumen
Bulgaria,Silistra,BGR,18,Silistra
Bulgaria,Sliven,BGR,19,Sliven
Bulgaria,Smolyan,BGR,20,Smolyan
Bulgaria,Sofia,BGR,21,Sofia
Bulgaria,Stara Zagora,BGR,22,Stara Zagora
Bulgaria,Targovishte,BGR,23,Targovishte
Bulgaria,Varna,BGR,24,Varna
Bulgaria,Veliko Tarnovo,BGR,25,Veliko Tarnovo
Bulgaria,Vidin,BGR,26,Vidin
Bulgaria,Vratsa,BGR,27,Vratsa
Bulgaria,Yambol,BGR,28,Yambol
Burkina Faso,Balé,BFA,1,Bale
Burkina Faso,Bam,BFA,2,Bam
Burkina Faso,Banwa,BFA,3,Banwa
Burkina Faso,Bazéga,BFA,4,Bazega
Burkina Faso,Bougouriba,BFA,5,Bougouriba
Burkina Faso,Boulgou,BFA,6,Boulgou
Burkina Faso,Boulkiemdé,BFA,7,Boulkiemde
Burkina Faso,Ganzourgou,BFA,8,Ganzourgou
Burkina Faso,Gnagna,BFA,9,Gnagna
Burkina Faso,Gourma,BFA,10,Gourma
Burkina Faso,Houet,BFA,11,Houet
Burkina Faso,Ioba,BFA,12,Ioba
Burkina Faso,Kadiogo,BFA,13,Kadiogo
Burkina Faso,Kénédougou,BFA,14,Kenedougou
Burkina Faso,Komoé,BFA,15,Komoe
Burkina Faso,Komondjari,BFA,16,Komondjari
Burkina Faso,Kompienga,BFA,17,Kompienga
Burkina Faso,Kossi,BFA,18,Kossi
Burkina Faso,Koulpélogo,BFA,19,Koulpelogo
Burkina Faso,Kouritenga,BFA,20,Kouritenga
Burkina Faso,Kourwéogo,BFA,21,Kourweogo
Burkina Faso,Léraba,BFA,22,Leraba
Burkina Faso,Loroum,BFA,23,Loroum
Burkina Faso,Mou Houn,BFA,24,Mou Houn
Burkina Faso,Nahouri,BFA,25,Nahouri
Burkina Faso,Namentenga,BFA,26,Namentenga
Burkina Faso,Nayala,BFA,27,Nayala
Burkina Faso,Oubritenga,BFA,28,Oubritenga
Burkina Faso,Oudalan,BFA,29,Oudalan
Burkina Faso,Passoré,BFA,30,Passore
Burkina Faso,Poni,BFA,31,Poni
Burkina Faso,Sanguié,BFA,32,Sanguie
Burkina Faso,Sanmatenga,BFA,33,Sanmatenga
Burkina Faso,Séno,BFA,34,Seno
Burkina Faso,Sissili,BFA,35,Sissili
Burkina Faso,Soum,BFA,36,Soum
Burkina Faso,Sourou,BFA,37,Sourou
Burkina Faso,Tapoa,BFA,38,Tapoa
Burkina Faso,Tuy,BFA,39,Tuy
Burkina Faso,Yagha,BFA,40,Yagha
Burkina Faso,Yatenga,BFA,41,Yatenga
Burkina Faso,Ziro,BFA,42,Ziro
Burkina Faso,Zondoma,BFA,43,Zondoma
Burkina Faso,Zoundwéogo,BFA,44,Zoundweogo
Burundi,Bubanza,BDI,1,Bubanza
Burundi,Bujumbura Mairie,BDI,2,Bujumbura Mairie
Burundi,Bujumbura Rural,BDI,3,Bujumbura Rural
Burundi,Bururi,BDI,4,Bururi
Burundi,Cankuzo,BDI,5,Cankuzo
Burundi,Cibitoke,BDI,6,Cibitoke
Burundi,Gitega,BDI,7,Gitega
Burundi,Karuzi,BDI,8,Karuzi
Burundi,Kayanza,BDI,9,Kayanza
Burundi,Kirundo,BDI,10,Kirundo
Burundi,Makamba,BDI,11,Makamba
Burundi,Muramvya,BDI,12,Muramvya
Burundi,Muyinga,BDI,13,Muyinga
Burundi,Mwaro,BDI,14,Mwaro
Burundi,Ngozi,BDI,15,Ngozi
Burundi,Rutana,BDI,16,Rutana
Burundi,Ruyigi,BDI,17,Ruyigi
Cambodia,Bântéay Méanchey,KHM,1,Banteay Meanchey
Cambodia,Batdâmbâng,KHM,2,Batdambang
Cambodia,Kâmpóng Cham,KHM,3,Kampong Cham
Cambodia,Kâmpóng Chhnang,KHM,4,Kampong Chhnang
Cambodia,Kâmpóng Sp,KHM,5,Kampong Sp
Cambodia,Kâmpóng Thum,KHM,6,Kampong Thum
Cambodia,Kâmpôt,KHM,7,Kampot
Cambodia,Kândal,KHM,8,Kandal
Cambodia,Kaôh Kong,KHM,9,Kaoh Kong
Cambodia,Kep,KHM,10,Kep
Cambodia,Krâchéh,KHM,11,Kracheh
Cambodia,Krong Pailin,KHM,12,Krong Pailin
Cambodia,Krong Preah Sihanouk,KHM,13,Krong Preah Sihanouk
Cambodia,Môndól Kiri,KHM,14,Mondol Kiri
Cambodia,Otdar Mean Chey,KHM,15,Otdar Mean Chey
Cambodia,Phnom Penh,KHM,16,Phnom Penh
Cambodia,Pouthisat,KHM,17,Pouthisat
Cambodia,Preah Vihéar,KHM,18,Preah Vihear
Cambodia,Prey Vêng,KHM,19,Prey Veng
Cambodia,Rôtânôkiri,KHM,20,Rotanokiri
Cambodia,Siemréab,KHM,21,Siemreab
Cambodia,Stng Trêng,KHM,22,Stng Treng
Cambodia,Svay Rieng,KHM,23,Svay Rieng
Cambodia,Takêv,KHM,24,Takev
Cameroon,Adamaoua,CMR,1,Adamaoua
Cameroon,Centre,CMR,2,Centre
Cameroon,Est,CMR,3,Est
Cameroon,Extrême-Nord,CMR,4,Extreme-Nord
Cameroon,Littoral,CMR,5,Littoral
Cameroon,Nord,CMR,7,Nord
